id,desc,manufacturer,calories,carbs,fat,protein
15011,"Fish, catfish, channel, cooked, breaded and fried",,229,8.04,13.33,18.09
15012,"Fish, caviar, black and red, granular",,264,4.0,17.9,24.6
15013,"Fish, cisco, raw",,98,0.0,1.91,18.99
15014,"Fish, cisco, smoked",,177,0.0,11.9,16.36
15015,"Fish, cod, Atlantic, raw",,82,0.0,0.67,17.81
15016,"Fish, cod, Atlantic, cooked, dry heat",,105,0.0,0.86,22.83
15017,"Fish, cod, Atlantic, canned, solids and liquid",,105,0.0,0.86,22.76
15018,"Fish, cod, Atlantic, dried and salted",,290,0.0,2.37,62.82
15019,"Fish, cod, Pacific, raw (may have been previously frozen)",,69,0.0,0.41,15.27
15020,"Fish, croaker, Atlantic, raw",,104,0.0,3.17,17.78
15021,"Fish, croaker, Atlantic, cooked, breaded and fried",,221,7.54,12.67,18.2
15022,"Fish, cusk, raw",,87,0.0,0.69,18.99
15023,"Fish, mahimahi, raw",,85,0.0,0.7,18.5
15024,"Fish, drum, freshwater, raw",,119,0.0,4.93,17.54
15025,"Fish, eel, mixed species, raw",,184,0.0,11.66,18.44
15026,"Fish, eel, mixed species, cooked, dry heat",,236,0.0,14.95,23.65
15027,"Fish, fish sticks, frozen, prepared",,277,21.66,16.23,11.01
15028,"Fish, flatfish (flounder and sole species), raw",,70,0.0,1.93,12.41
15029,"Fish, flatfish (flounder and sole species), cooked, dry heat",,86,0.0,2.37,15.24
15030,"Fish, gefiltefish, commercial, sweet recipe",,84,7.41,1.73,9.07
15031,"Fish, grouper, mixed species, raw",,92,0.0,1.02,19.38
15032,"Fish, grouper, mixed species, cooked, dry heat",,118,0.0,1.3,24.84
15033,"Fish, haddock, raw",,74,0.0,0.45,16.32
15034,"Fish, haddock, cooked, dry heat",,90,0.0,0.55,19.99
15035,"Fish, haddock, smoked",,116,0.0,0.96,25.23
15036,"Fish, halibut, Atlantic and Pacific, raw",,91,0.0,1.33,18.56
15037,"Fish, halibut, Atlantic and Pacific, cooked, dry heat",,111,0.0,1.61,22.54
15038,"Fish, halibut, Greenland, raw",,186,0.0,13.84,14.37
15039,"Fish, herring, Atlantic, raw",,158,0.0,9.04,17.96
15040,"Fish, herring, Atlantic, cooked, dry heat",,203,0.0,11.59,23.03
15041,"Fish, herring, Atlantic, pickled",,262,9.64,18.0,14.19
15042,"Fish, herring, Atlantic, kippered",,217,0.0,12.37,24.58
15043,"Fish, herring, Pacific, raw",,195,0.0,13.88,16.39
15044,"Fish, ling, raw",,87,0.0,0.64,18.99
15045,"Fish, lingcod, raw",,85,0.0,1.06,17.66
15046,"Fish, mackerel, Atlantic, raw",,205,0.0,13.89,18.6
15047,"Fish, mackerel, Atlantic, cooked, dry heat",,262,0.0,17.81,23.85
15048,"Fish, mackerel, jack, canned, drained solids",,156,0.0,6.3,23.19
15049,"Fish, mackerel, king, raw",,105,0.0,2.0,20.28
15050,"Fish, mackerel, Pacific and jack, mixed species, raw",,158,0.0,7.89,20.07
15051,"Fish, mackerel, spanish, raw",,139,0.0,6.3,19.29
15052,"Fish, mackerel, spanish, cooked, dry heat",,158,0.0,6.32,23.59
15053,"Fish, milkfish, raw",,148,0.0,6.73,20.53
15054,"Fish, monkfish, raw",,76,0.0,1.52,14.48
15055,"Fish, mullet, striped, raw",,117,0.0,3.79,19.35
15056,"Fish, mullet, striped, cooked, dry heat",,150,0.0,4.86,24.81
15057,"Fish, ocean perch, Atlantic, raw",,79,0.0,1.54,15.31
15058,"Fish, ocean perch, Atlantic, cooked, dry heat",,96,0.0,1.87,18.51
15059,"Fish, pout, ocean, raw",,79,0.0,0.91,16.64
15060,"Fish, perch, mixed species, raw",,91,0.0,0.92,19.39
15061,"Fish, perch, mixed species, cooked, dry heat",,117,0.0,1.18,24.86
15062,"Fish, pike, northern, raw",,88,0.0,0.69,19.26
15063,"Fish, pike, northern, cooked, dry heat",,113,0.0,0.88,24.69
15064,"Fish, pike, walleye, raw",,93,0.0,1.22,19.14
15065,"Fish, pollock, Atlantic, raw",,92,0.0,0.98,19.44
15066,"Fish, pollock, Alaska, raw (may contain additives to retain moisture)",,56,0.0,0.41,12.19
15067,"Fish, pollock, Alaska, cooked, dry heat (may contain additives to retain moisture)",,111,0.0,1.18,23.48
15068,"Fish, pompano, florida, raw",,164,0.0,9.47,18.48
15069,"Fish, pompano, florida, cooked, dry heat",,211,0.0,12.14,23.69
15070,"Fish, rockfish, Pacific, mixed species, raw",,90,0.0,1.34,18.36
15071,"Fish, rockfish, Pacific, mixed species, cooked, dry heat",,109,0.0,1.62,22.23
15072,"Fish, roe, mixed species, raw",,143,1.5,6.42,22.32
15073,"Fish, roughy, orange, raw",,76,0.0,0.7,16.41
15074,"Fish, sablefish, raw",,195,0.0,15.3,13.41
15075,"Fish, sablefish, smoked",,257,0.0,20.14,17.65
15076,"Fish, salmon, Atlantic, wild, raw",,142,0.0,6.34,19.84
15077,"Fish, salmon, chinook, smoked",,117,0.0,4.32,18.28
15078,"Fish, salmon, chinook, raw",,179,0.0,10.43,19.93
15079,"Fish, salmon, chum, raw",,120,0.0,3.77,20.14
15080,"Fish, salmon, chum, canned, drained solids with bone",,141,0.0,5.5,21.43
15081,"Fish, salmon, coho, wild, raw",,146,0.0,5.93,21.62
15082,"Fish, salmon, coho, wild, cooked, moist heat",,184,0.0,7.5,27.36
15083,"Fish, salmon, pink, raw",,127,0.0,4.4,20.5
15084,"Fish, salmon, pink, canned, total can contents",,129,0.0,4.97,19.68
15085,"Fish, salmon, sockeye, raw",,131,0.0,4.69,22.25
15086,"Fish, salmon, sockeye, cooked, dry heat",,156,0.0,5.57,26.48
15087,"Fish, salmon, sockeye, canned, drained solids",,167,0.0,7.39,23.59
15088,"Fish, sardine, Atlantic, canned in oil, drained solids with bone",,208,0.0,11.45,24.62
15089,"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",,185,0.54,10.45,20.86
15090,"Fish, scup, raw",,105,0.0,2.73,18.88
15091,"Fish, sea bass, mixed species, raw",,97,0.0,2.0,18.43
15092,"Fish, sea bass, mixed species, cooked, dry heat",,124,0.0,2.56,23.63
15093,"Fish, seatrout, mixed species, raw",,104,0.0,3.61,16.74
15094,"Fish, shad, american, raw",,197,0.0,13.77,16.93
15095,"Fish, shark, mixed species, raw",,130,0.0,4.51,20.98
15096,"Fish, shark, mixed species, cooked, batter-dipped and fried",,228,6.39,13.82,18.62
15097,"Fish, sheepshead, raw",,108,0.0,2.41,20.21
15098,"Fish, sheepshead, cooked, dry heat",,126,0.0,1.63,26.02
15099,"Fish, smelt, rainbow, raw",,97,0.0,2.42,17.63
15100,"Fish, smelt, rainbow, cooked, dry heat",,124,0.0,3.1,22.6
15101,"Fish, snapper, mixed species, raw",,100,0.0,1.34,20.51
15102,"Fish, snapper, mixed species, cooked, dry heat",,128,0.0,1.72,26.3
15103,"Fish, spot, raw",,123,0.0,4.9,18.51
15104,"Fish, sturgeon, mixed species, raw",,105,0.0,4.04,16.14
15105,"Fish, sturgeon, mixed species, cooked, dry heat",,135,0.0,5.18,20.7
15106,"Fish, sturgeon, mixed species, smoked",,173,0.0,4.4,31.2
15107,"Fish, sucker, white, raw",,92,0.0,2.32,16.76
15108,"Fish, sunfish, pumpkin seed, raw",,89,0.0,0.7,19.4
15109,"Fish, surimi",,99,6.85,0.9,15.18
15110,"Fish, swordfish, raw",,144,0.0,6.65,19.66
15111,"Fish, swordfish, cooked, dry heat",,172,0.0,7.93,23.45
15112,"Fish, tilefish, raw",,96,0.0,2.31,17.5
15113,"Fish, tilefish, cooked, dry heat",,147,0.0,4.69,24.49
15114,"Fish, trout, mixed species, raw",,148,0.0,6.61,20.77
15115,"Fish, trout, rainbow, wild, raw",,119,0.0,3.46,20.48
15116,"Fish, trout, rainbow, wild, cooked, dry heat",,150,0.0,5.82,22.92
15117,"Fish, tuna, fresh, bluefin, raw",,144,0.0,4.9,23.33
15118,"Fish, tuna, fresh, bluefin, cooked, dry heat",,184,0.0,6.28,29.91
15119,"Fish, tuna, light, canned in oil, drained solids",,198,0.0,8.21,29.13
15121,"Fish, tuna, light, canned in water, drained solids (Includes foods for USDA's Food Distribution Program)",,86,0.0,0.96,19.44
15123,"Fish, tuna, fresh, skipjack, raw",,103,0.0,1.01,22.0
15124,"Fish, tuna, white, canned in oil, drained solids",,186,0.0,8.08,26.53
15126,"Fish, tuna, white, canned in water, drained solids",,128,0.0,2.97,23.62
15127,"Fish, tuna, fresh, yellowfin, raw",,109,0.0,0.49,24.4
15128,"Fish, tuna salad",,187,9.41,9.26,16.04
15129,"Fish, turbot, european, raw",,95,0.0,2.95,16.05
15130,"Fish, whitefish, mixed species, raw",,134,0.0,5.86,19.09
15131,"Fish, whitefish, mixed species, smoked",,108,0.0,0.93,23.4
15132,"Fish, whiting, mixed species, raw",,90,0.0,1.31,18.31
15133,"Fish, whiting, mixed species, cooked, dry heat",,116,0.0,1.69,23.48
15134,"Fish, wolffish, Atlantic, raw",,96,0.0,2.39,17.5
15135,"Fish, yellowtail, mixed species, raw",,146,0.0,5.24,23.14
15136,"Crustaceans, crab, alaska king, raw",,84,0.0,0.6,18.29
15137,"Crustaceans, crab, alaska king, cooked, moist heat",,97,0.0,1.54,19.35
15138,"Crustaceans, crab, alaska king, imitation, made from surimi",,95,15.0,0.46,7.62
15139,"Crustaceans, crab, blue, raw",,87,0.04,1.08,18.06
15140,"Crustaceans, crab, blue, cooked, moist heat",,83,0.0,0.74,17.88
15141,"Crustaceans, crab, blue, canned",,83,0.0,0.74,17.88
15142,"Crustaceans, crab, blue, crab cakes, home recipe",,155,0.48,7.52,20.21
15143,"Crustaceans, crab, dungeness, raw",,86,0.74,0.97,17.41
15144,"Crustaceans, crab, queen, raw",,90,0.0,1.18,18.5
15145,"Crustaceans, crayfish, mixed species, wild, raw",,77,0.0,0.95,15.97
15146,"Crustaceans, crayfish, mixed species, wild, cooked, moist heat",,82,0.0,1.2,16.77
15147,"Crustaceans, lobster, northern, raw",,77,0.0,0.75,16.52
15148,"Crustaceans, lobster, northern, cooked, moist heat",,89,0.0,0.86,19.0
15149,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",,71,0.91,1.01,13.61
15150,"Crustaceans, shrimp, mixed species, cooked, breaded and fried",,242,11.47,12.28,21.39
15151,"Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",,119,1.52,1.7,22.78
15152,"Crustaceans, shrimp, mixed species, canned",,100,0.0,1.36,20.42
15153,"Crustaceans, shrimp, mixed species, imitation, made from surimi",,101,9.13,1.47,12.39
15154,"Crustaceans, spiny lobster, mixed species, raw",,112,2.43,1.51,20.6
15155,"Mollusks, abalone, mixed species, raw",,105,6.01,0.76,17.1
15156,"Mollusks, abalone, mixed species, cooked, fried",,189,11.05,6.78,19.63
15157,"Mollusks, clam, mixed species, raw",,86,3.57,0.96,14.67
15158,"Mollusks, clam, mixed species, cooked, breaded and fried",,202,10.33,11.15,14.24
15159,"Mollusks, clam, mixed species, cooked, moist heat",,148,5.13,1.95,25.55
15160,"Mollusks, clam, mixed species, canned, drained solids",,142,5.9,1.59,24.25
15162,"Mollusks, clam, mixed species, canned, liquid",,2,0.1,0.02,0.4
15163,"Mollusks, cuttlefish, mixed species, raw",,79,0.82,0.7,16.24
15164,"Mollusks, mussel, blue, raw",,86,3.69,2.24,11.9
15165,"Mollusks, mussel, blue, cooked, moist heat",,172,7.39,4.48,23.8
15166,"Mollusks, octopus, common, raw",,82,2.2,1.04,14.91
15167,"Mollusks, oyster, eastern, wild, raw",,51,2.72,1.71,5.71
15168,"Mollusks, oyster, eastern, cooked, breaded and fried",,199,11.62,12.58,8.77
15169,"Mollusks, oyster, eastern, wild, cooked, moist heat",,102,5.45,3.42,11.42
15170,"Mollusks, oyster, eastern, canned",,68,3.91,2.47,7.06
15171,"Mollusks, oyster, Pacific, raw",,81,4.95,2.3,9.45
15172,"Mollusks, scallop, mixed species, raw",,69,3.18,0.49,12.06
15173,"Mollusks, scallop, mixed species, cooked, breaded and fried",,216,10.13,10.94,18.07
15174,"Mollusks, scallop, mixed species, imitation, made from surimi",,99,10.62,0.41,12.77
15175,"Mollusks, squid, mixed species, raw",,92,3.08,1.38,15.58
15176,"Mollusks, squid, mixed species, cooked, fried",,175,7.79,7.48,17.94
15177,"Mollusks, whelk, unspecified, raw",,137,7.76,0.4,23.84
15178,"Mollusks, whelk, unspecified, cooked, moist heat",,275,15.52,0.8,47.68
15179,"Fish, salmon, chinook, smoked, (lox), regular",,117,0.0,4.32,18.28
15180,"Fish, salmon, chum, canned, without salt, drained solids with bone",,141,0.0,5.5,21.43
15181,"Fish, salmon, pink, canned, without salt, solids with bone and liquid",,139,0.0,6.05,19.78
15182,"Fish, salmon, sockeye, canned, without salt, drained solids with bone",,153,0.0,7.31,20.47
15183,"Fish, tuna, light, canned in oil, without salt, drained solids",,198,0.0,8.21,29.13
15184,"Fish, tuna, light, canned in water, without salt, drained solids",,116,0.0,0.82,25.51
15185,"Fish, tuna, white, canned in oil, without salt, drained solids",,186,0.0,8.08,26.53
15186,"Fish, tuna, white, canned in water, without salt, drained solids",,128,0.0,2.97,23.62
15187,"Fish, bass, freshwater, mixed species, cooked, dry heat",,146,0.0,4.73,24.18
15188,"Fish, bass, striped, cooked, dry heat",,124,0.0,2.99,22.73
15189,"Fish, bluefish, cooked, dry heat",,159,0.0,5.44,25.69
15190,"Fish, burbot, cooked, dry heat",,115,0.0,1.04,24.76
15191,"Fish, butterfish, cooked, dry heat",,187,0.0,10.28,22.15
15192,"Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)",,85,0.0,0.5,18.73
15193,"Fish, cusk, cooked, dry heat",,112,0.0,0.88,24.35
15194,"Fish, mahimahi, cooked, dry heat",,109,0.0,0.9,23.72
15195,"Fish, drum, freshwater, cooked, dry heat",,153,0.0,6.32,22.49
15196,"Fish, halibut, greenland, cooked, dry heat",,239,0.0,17.74,18.42
15197,"Fish, herring, Pacific, cooked, dry heat",,250,0.0,17.79,21.01
15198,"Fish, ling, cooked, dry heat",,111,0.0,0.82,24.35
15199,"Fish, lingcod, cooked, dry heat",,109,0.0,1.36,22.64
15200,"Fish, mackerel, king, cooked, dry heat",,134,0.0,2.56,26.0
15201,"Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat",,201,0.0,10.12,25.73
15202,"Fish, milkfish, cooked, dry heat",,190,0.0,8.63,26.32
15203,"Fish, monkfish, cooked, dry heat",,97,0.0,1.95,18.56
15204,"Fish, pike, walleye, cooked, dry heat",,119,0.0,1.56,24.54
15205,"Fish, pollock, Atlantic, cooked, dry heat",,118,0.0,1.26,24.92
15206,"Fish, pout, ocean, cooked, dry heat",,102,0.0,1.17,21.33
15207,"Fish, roe, mixed species, cooked, dry heat",,204,1.92,8.23,28.62
15208,"Fish, sablefish, cooked, dry heat",,250,0.0,19.62,17.19
15209,"Fish, salmon, Atlantic, wild, cooked, dry heat",,182,0.0,8.13,25.44
15210,"Fish, salmon, chinook, cooked, dry heat",,231,0.0,13.38,25.72
15211,"Fish, salmon, chum, cooked, dry heat",,154,0.0,4.83,25.82
15212,"Fish, salmon, pink, cooked, dry heat",,153,0.0,5.28,24.58
15213,"Fish, scup, cooked, dry heat",,135,0.0,3.5,24.21
15214,"Fish, seatrout, mixed species, cooked, dry heat",,133,0.0,4.63,21.46
15215,"Fish, shad, american, cooked, dry heat",,252,0.0,17.65,21.71
15216,"Fish, spot, cooked, dry heat",,158,0.0,6.28,23.73
15217,"Fish, sucker, white, cooked, dry heat",,119,0.0,2.97,21.49
15218,"Fish, sunfish, pumpkin seed, cooked, dry heat",,114,0.0,0.9,24.87
15219,"Fish, trout, mixed species, cooked, dry heat",,190,0.0,8.47,26.63
15220,"Fish, tuna, skipjack, fresh, cooked, dry heat",,132,0.0,1.29,28.21
15221,"Fish, tuna, yellowfin, fresh, cooked, dry heat",,130,0.0,0.59,29.15
15222,"Fish, turbot, european, cooked, dry heat",,122,0.0,3.78,20.58
15223,"Fish, whitefish, mixed species, cooked, dry heat",,172,0.0,7.51,24.47
15224,"Fish, wolffish, Atlantic, cooked, dry heat",,123,0.0,3.06,22.44
15225,"Fish, yellowtail, mixed species, cooked, dry heat",,187,0.0,6.72,29.67
15226,"Crustaceans, crab, dungeness, cooked, moist heat",,110,0.95,1.24,22.32
15227,"Crustaceans, crab, queen, cooked, moist heat",,115,0.0,1.51,23.72
15228,"Crustaceans, spiny lobster, mixed species, cooked, moist heat",,143,3.12,1.94,26.41
15229,"Mollusks, cuttlefish, mixed species, cooked, moist heat",,158,1.64,1.4,32.48
15230,"Mollusks, octopus, common, cooked, moist heat",,164,4.4,2.08,29.82
15231,"Mollusks, oyster, Pacific, cooked, moist heat",,163,9.9,4.6,18.9
15232,"Fish, roughy, orange, cooked, dry heat",,105,0.0,0.9,22.64
15233,"Fish, catfish, channel, wild, cooked, dry heat",,105,0.0,2.85,18.47
15234,"Fish, catfish, channel, farmed, raw",,119,0.0,5.94,15.23
15235,"Fish, catfish, channel, farmed, cooked, dry heat",,144,0.0,7.19,18.44
15236,"Fish, salmon, Atlantic, farmed, raw",,208,0.0,13.42,20.42
15237,"Fish, salmon, Atlantic, farmed, cooked, dry heat",,206,0.0,12.35,22.1
15238,"Fish, salmon, coho, farmed, raw",,160,0.0,7.67,21.27
15239,"Fish, salmon, coho, farmed, cooked, dry heat",,178,0.0,8.23,24.3
15240,"Fish, trout, rainbow, farmed, raw",,141,0.0,6.18,19.94
15241,"Fish, trout, rainbow, farmed, cooked, dry heat",,168,0.0,7.38,23.8
15242,"Crustaceans, crayfish, mixed species, farmed, raw",,72,0.0,0.97,14.85
15243,"Crustaceans, crayfish, mixed species, farmed, cooked, moist heat",,87,0.0,1.3,17.52
15244,"Mollusks, oyster, eastern, wild, cooked, dry heat",,79,4.23,2.65,8.87
15245,"Mollusks, oyster, eastern, farmed, raw",,59,5.53,1.55,5.22
15246,"Mollusks, oyster, eastern, farmed, cooked, dry heat",,79,7.28,2.12,7.0
15247,"Fish, salmon, coho, wild, cooked, dry heat",,139,0.0,4.3,23.45
15250,"Mollusks, conch, baked or broiled",,130,1.7,1.2,26.3
15251,"Salmon nuggets, breaded, frozen, heated",,212,13.96,11.72,12.69
15252,"Salmon nuggets, cooked as purchased, unheated",,189,11.85,10.43,11.97
15253,"Salmon, sockeye, canned, total can contents",,153,0.0,7.17,20.63
15260,"Fish, salmon, pink, canned, drained solids",,138,0.0,5.02,23.1
15261,"Fish, tilapia, raw",,96,0.0,1.7,20.08
15262,"Fish, tilapia, cooked, dry heat",,128,0.0,2.65,26.15
15264,"Salmon, sockeye, canned, drained solids, without skin and bones",,158,0.0,5.87,26.33
15265,"Fish, Salmon, pink, canned, drained solids, without skin and bones",,136,0.0,4.21,24.62
15266,"Fish, pollock, Alaska, raw",,76,0.0,0.82,17.17
15267,"Fish, pollock, Alaska, cooked",,86,0.0,0.99,19.42
15269,"Fish, cod, Pacific, cooked",,84,0.0,0.25,20.42
15270,"Crustaceans, shrimp, raw",,85,0.0,0.51,20.1
15271,"Crustaceans, shrimp, cooked",,99,0.2,0.28,23.98
15274,"Fish, trout, brook, raw, New York State",,110,0.0,2.73,21.23
16001,"Beans, adzuki, mature seeds, raw",,329,62.9,0.53,19.87
16002,"Beans, adzuki, mature seeds, cooked, boiled, without salt",,128,24.77,0.1,7.52
16003,"Beans, adzuki, mature seeds, canned, sweetened",,237,55.01,0.03,3.8
16004,"Yokan, prepared from adzuki beans and sugar",,260,60.72,0.12,3.29
16005,"Beans, baked, home prepared",,155,21.63,5.15,5.54
16006,"Beans, baked, canned, plain or vegetarian",,94,21.14,0.37,4.75
16007,"Beans, baked, canned, with beef",,121,16.91,3.45,6.38
16008,"Beans, baked, canned, with franks",,142,15.39,6.57,6.75
16009,"Beans, baked, canned, with pork",,106,19.99,1.55,5.19
16010,"Beans, baked, canned, with pork and sweet sauce",,105,21.57,0.89,4.52
16011,"Beans, baked, canned, with pork and tomato sauce",,94,18.69,0.93,5.15
16014,"Beans, black, mature seeds, raw",,341,62.36,1.42,21.6
16015,"Beans, black, mature seeds, cooked, boiled, without salt",,132,23.71,0.54,8.86
16016,"Beans, black turtle, mature seeds, raw",,339,63.25,0.9,21.25
16017,"Beans, black turtle, mature seeds, cooked, boiled, without salt",,130,24.35,0.35,8.18
16018,"Beans, black turtle, mature seeds, canned",,91,16.55,0.29,6.03
16019,"Beans, cranberry (roman), mature seeds, raw",,335,60.05,1.23,23.03
16020,"Beans, cranberry (roman), mature seeds, cooked, boiled, without salt",,136,24.46,0.46,9.34
16021,"Beans, cranberry (roman), mature seeds, canned",,83,15.12,0.28,5.54
16022,"Beans, french, mature seeds, raw",,343,64.11,2.02,18.81
16023,"Beans, french, mature seeds, cooked, boiled, without salt",,129,24.02,0.76,7.05
16024,"Beans, great northern, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",,339,62.37,1.14,21.86
16025,"Beans, great northern, mature seeds, cooked, boiled, without salt",,118,21.09,0.45,8.33
16026,"Beans, great northern, mature seeds, canned",,114,21.02,0.39,7.37
16027,"Beans, kidney, all types, mature seeds, raw",,333,60.01,0.83,23.58
16028,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",,127,22.8,0.5,8.67
16029,"Beans, kidney, all types, mature seeds, canned",,84,14.5,0.6,5.22
